Barcode,Product_Name,Category,Sugar_g_per_100g,Fat_g_per_100g,Sodium_mg_per_100g,Protein_g_per_100g,Additives,Ingredient_Text,Ingredient_Sentiment,Health_Score,Health_Label
8904930787102,Horlicks Classic Malt,Beverage,29.2,0.4,152,0.0,E500,"chia, oats, fiber, tamarind, millets, coriander, emulsifier, cardamom, whey protein",Healthy,54,Moderate
8906095963640,Britannia Marie Gold,Snack,0.0,18.7,406,4.5,E500,"trans fat, sugar, natural, stabilizer, honey",Unhealthy,63,Moderate
8909860174088,Kellogg's Corn Flakes,Breakfast,18.8,3.5,199,8.5,E211,"artificial color, barley, artificial flavor, garlic, refined oil",Unhealthy,71,Moderate
8901244661285,Real Mixed Fruit,Beverage,31.3,1.0,171,3.1,E100,"flaxseed, honey, chia, palm oil, jaggery",Healthy,57,Moderate
8901269839167,Britannia Marie Gold,Snack,3.3,18.7,234,6.1,E202,"stabilizer, flaxseed, artificial color, salt, corn syrup, palm oil",Unhealthy,72,Moderate
8901993230755,Amul Toned Milk,Beverage,29.7,2.8,98,9.9,E330,"trans fat, honey, natural, palm oil, tamarind",Unhealthy,69,Moderate
8902701966789,Britannia Marie Gold,Snack,11.2,21.1,723,5.7,E120,"chia, emulsifier, artificial flavor",Unhealthy,33,Unhealthy
8907342852747,Tropicana Orange,Beverage,21.4,2.7,76,4.0,E296,"artificial flavor, walnuts",Unhealthy,67,Moderate
8901359246595,Horlicks Classic Malt,Beverage,51.2,2.0,108,0.0,E120,"brown rice, almonds, fructose, vitamin, quinoa",Healthy,26,Unhealthy
8904166774218,Tropicana Orange,Beverage,45.6,2.0,56,11.1,None,"peanuts, clove, green gram, corn syrup, vitamin, garlic",Healthy,66,Moderate
8904307000389,OatCrunch Cookies,Snack,9.7,20.3,505,17.8,E150d,"honey, palm oil, quinoa, ginger, refined oil, preservative, corn syrup",Unhealthy,73,Moderate
8909604311223,Amul Lassi,Beverage,64.2,1.4,77,11.4,E202,"tamarind, coriander, oats, invert sugar, clove, maltodextrin",Unhealthy,30,Unhealthy
8906620638356,Too Yumm Multigrain Chips,Snack,13.8,23.6,80,5.2,E202,"oats, flaxseed, stabilizer, garlic",Healthy,66,Moderate
8909093862568,Lays Classic Salted,Snack,42.5,20.1,343,7.8,E102,"corn syrup, walnuts, clove, palm oil, invert sugar",Unhealthy,15,Unhealthy
8904690390432,Baked Veggie Chips,Snack,14.5,23.7,435,4.3,E220,"tamarind, millets, oats, honey, invert sugar, cumin",Healthy,46,Unhealthy
8908568151924,Kellogg's Corn Flakes,Breakfast,0.0,4.7,177,7.4,E500,"whey protein, coriander, hing, brown rice, stabilizer, cardamom",Healthy,100,Healthy
8902508354236,EnergyPlus Drink,Beverage,89.0,0.4,98,0.0,E102,"cumin, protein, whey protein, stabilizer",Healthy,0,Unhealthy
8905335716486,Baked Veggie Chips,Snack,14.3,28.5,499,4.4,E220,"sugar, cardamom, garlic, almonds, vitamin, brown rice, maltodextrin",Healthy,38,Unhealthy
8902394992914,Too Yumm Multigrain Chips,Snack,5.6,14.4,226,6.9,E100,"ginger, tamarind, almonds, honey, palm oil, whey protein, millets",Healthy,83,Healthy
8905787020363,Bournvita Health Drink,Beverage,0.0,2.3,73,3.5,E500,"green gram, fiber, cardamom, cumin, hing",Healthy,100,Healthy
8908286125856,Kurkure Masala Munch,Snack,14.3,6.7,226,8.4,E110,"whey protein, maltodextrin, palm oil, flaxseed, trans fat",Unhealthy,72,Moderate
8902478743792,Horlicks Classic Malt,Beverage,40.0,3.5,119,2.0,E200,"cardamom, corn syrup, refined oil, salt, chia, glucose, flaxseed",Unhealthy,35,Unhealthy
8906667662836,Haldiram Bhujia,Snack,0.0,14.1,326,3.6,E200,"chia, cardamom, quinoa, fructose, peanuts, oats, preservative",Healthy,78,Moderate
8906126473470,Kellogg's Muesli,Breakfast,17.3,11.3,294,7.2,E100,"palm oil, fructose, invert sugar, whole grain, trans fat, artificial color",Unhealthy,60,Moderate
8902339889275,Baked Veggie Chips,Snack,0.0,22.0,528,3.8,E102,"walnuts, garlic, stabilizer, whey protein, flaxseed",Healthy,57,Moderate
8903358792373,Bingo Tedhe Medhe,Snack,0.0,18.3,217,7.2,E150d,"quinoa, sugar, invert sugar, cumin",Unhealthy,77,Moderate
8906486072117,Parle-G Biscuits,Snack,6.2,19.3,785,7.6,E150d,"trans fat, artificial color, glucose, peanuts, fructose",Unhealthy,40,Unhealthy
8904791333970,ZeroSugar Soda,Beverage,46.8,4.1,42,2.5,E110,"emulsifier, artificial flavor, brown rice, fructose, almonds, sugar, corn syrup, cardamom, ginger",Unhealthy,28,Unhealthy
8908816381501,Maggi Masala Noodles,Snack,21.0,24.3,200,1.0,E200,"ragi, artificial color, garlic, peanuts, natural, stabilizer",Unhealthy,32,Unhealthy
8900212728066,Lays Classic Salted,Snack,10.8,5.7,605,3.0,E100,"glucose, vitamin, ragi, stabilizer, refined oil, oats, protein",Healthy,57,Moderate
8904666300150,Yakult Probiotic,Beverage,22.4,0.0,154,0.0,E120,"clove, fiber, sugar, refined oil, palm oil, turmeric, emulsifier",Unhealthy,55,Moderate
8901923604384,Paper Boat Aam Panna,Beverage,15.7,3.1,69,5.0,E100,"natural, protein, corn syrup, turmeric, stabilizer",Unhealthy,77,Moderate
8906037965052,Lays Classic Salted,Snack,9.8,19.3,345,5.1,E220,"turmeric, jaggery, whole grain, barley, natural, black pepper, refined oil",Healthy,62,Moderate
8906560916898,Amul Lassi,Beverage,66.5,2.5,10,0.6,E200,"ginger, turmeric, honey, coriander, stabilizer",Unhealthy,4,Unhealthy
8907465876557,EnergyPlus Drink,Beverage,33.8,0.4,52,11.2,E202,"stabilizer, turmeric, glucose, emulsifier, salt",Unhealthy,71,Moderate
8908480336536,Oreo Vanilla,Snack,26.3,23.8,257,20.7,E330,"vitamin, barley, garlic, clove, honey, maltodextrin, glucose",Healthy,78,Moderate
8904443657311,Kellogg's Muesli,Breakfast,7.8,5.7,252,8.9,E500,"protein, emulsifier, ginger",Unhealthy,85,Healthy
8908806233921,Britannia Marie Gold,Snack,11.7,19.3,254,10.2,E150d,"flaxseed, black pepper, quinoa, glucose, cumin, refined oil, turmeric",Unhealthy,66,Moderate
8908177489535,BrownBread Slice,Breakfast,15.8,2.5,78,10.3,E110,"ragi, tamarind, emulsifier, black pepper",Unhealthy,86,Healthy
8901012199842,Bournvita Health Drink,Beverage,63.4,1.8,162,0.6,E200,"fructose, ragi, salt, walnuts, preservative",Unhealthy,1,Unhealthy
8907032253470,Quaker Oats,Breakfast,13.7,6.0,142,9.0,None,"protein, garlic, jaggery, clove, walnuts, maltodextrin",Healthy,94,Healthy
8906803584699,Amul Lassi,Beverage,65.3,0.7,222,1.3,E120,"honey, corn syrup, ragi, hing, oats, coriander, walnuts, invert sugar, vitamin",Healthy,6,Unhealthy
8906047573361,PowerBite Protein Bar,Snack,21.6,16.4,335,5.2,E100,"fructose, chia, artificial color, black pepper, oats, corn syrup",Unhealthy,43,Unhealthy
8909903373366,Paper Boat Aam Panna,Beverage,31.8,0.6,116,3.4,E102,"chia, fructose, artificial color, peanuts, protein, stabilizer, green gram",Healthy,57,Moderate
8906436442624,Parle-G Biscuits,Snack,3.0,19.7,486,1.9,None,"whey protein, artificial color, salt, green gram",Unhealthy,52,Moderate
8901072497784,Paper Boat Aam Panna,Beverage,82.4,1.2,39,0.0,E200,"honey, cumin, refined oil, millets, chia, almonds",Healthy,0,Unhealthy
8909393720175,Britannia Marie Gold,Snack,0.0,13.3,622,12.3,E110,"maltodextrin, stabilizer, turmeric, fiber, hing, cardamom, vitamin",Unhealthy,74,Moderate
8904269137208,ZeroSugar Soda,Beverage,42.1,1.3,115,2.7,E100,"emulsifier, quinoa, maltodextrin, stabilizer, palm oil, millets, artificial flavor",Unhealthy,36,Unhealthy
8900036424145,Oreo Vanilla,Snack,20.9,30.3,659,8.2,E120,"turmeric, trans fat, jaggery, whole grain",Healthy,29,Unhealthy
8906830642329,Bingo Tedhe Medhe,Snack,0.0,32.3,331,7.1,E211,"garlic, artificial flavor, refined oil, coriander, quinoa, chia, flaxseed, vitamin, brown rice",Healthy,65,Moderate
8903996847058,Too Yumm Multigrain Chips,Snack,22.1,6.0,537,4.7,E211,"ragi, natural, emulsifier, cardamom, invert sugar",Unhealthy,38,Unhealthy
8906550454198,Too Yumm Multigrain Chips,Snack,21.8,16.8,569,6.2,E120,"fiber, whole grain, green gram, black pepper, turmeric, quinoa",Healthy,41,Unhealthy
8907629329202,PowerBite Protein Bar,Snack,0.5,22.2,388,4.0,E120,"ginger, turmeric, brown rice, fructose, corn syrup",Unhealthy,59,Moderate
8906194837466,Oreo Vanilla,Snack,26.5,24.2,383,3.7,E296,"maltodextrin, honey, refined oil, whole grain, tamarind, palm oil",Unhealthy,22,Unhealthy
8903201697955,Bingo Tedhe Medhe,Snack,22.2,6.6,348,6.8,E500,"fructose, chia, millets, oats, fiber, jaggery",Healthy,63,Moderate
8907989607657,Kurkure Masala Munch,Snack,9.9,7.4,330,5.1,E200,"chia, refined oil, artificial color",Unhealthy,67,Moderate
8902059825828,Britannia Marie Gold,Snack,7.8,5.0,452,7.4,E296,"refined oil, green gram, brown rice, tamarind",Healthy,79,Moderate
8906654230775,Soy Protein Drink,Beverage,60.9,0.8,67,3.0,E202,"preservative, ginger, artificial flavor, emulsifier, flaxseed, sugar",Unhealthy,15,Unhealthy
8900480408576,Maggi Masala Noodles,Snack,32.6,20.6,620,5.8,E500,"millets, vitamin, maltodextrin",Healthy,19,Unhealthy
8905634203934,Parle-G Biscuits,Snack,21.0,9.9,404,1.4,E200,"cumin, hing, oats, brown rice, refined oil, preservative",Unhealthy,37,Unhealthy
8903471992521,Mother Dairy Dahi,Beverage,74.2,1.2,32,2.8,E110,"emulsifier, garlic, tamarind, barley, clove",Unhealthy,0,Unhealthy
8902980435920,HealthyNut Mix,Snack,0.0,20.8,475,8.0,E100,"cumin, jaggery, fiber, artificial flavor, peanuts, refined oil",Unhealthy,66,Moderate
8903054665137,Horlicks Classic Malt,Beverage,100.0,0.0,117,0.0,E100,"cumin, emulsifier, black pepper, cardamom, artificial flavor, green gram",Unhealthy,0,Unhealthy
8900412105946,Too Yumm Multigrain Chips,Snack,22.8,12.4,234,1.0,E500,"refined oil, corn syrup, emulsifier, whole grain, trans fat, almonds, flaxseed, chia",Unhealthy,40,Unhealthy
8901892231798,Paper Boat Jaljeera,Beverage,48.1,0.0,89,1.9,E110,"turmeric, brown rice, sugar, protein, cardamom",Healthy,34,Unhealthy
8901365830861,Granola Delight,Breakfast,11.0,5.6,223,5.0,E296,"artificial flavor, maltodextrin, whey protein, clove, preservative, artificial color, emulsifier",Unhealthy,72,Moderate
8903393542318,Bingo Tedhe Medhe,Snack,5.1,10.4,347,2.8,E200,"tamarind, fiber, coriander, vitamin, honey",Healthy,72,Moderate
8907850131243,Maggi Masala Noodles,Snack,25.1,18.5,539,7.2,E202,"salt, vitamin, barley, flaxseed, whole grain",Healthy,39,Unhealthy
8900921191530,Saffola Oats,Breakfast,14.9,6.5,232,2.3,E220,"fiber, vitamin, peanuts, refined oil",Healthy,68,Moderate
8909180866142,Parle-G Biscuits,Snack,23.9,15.6,388,1.0,E110,"quinoa, natural, whole grain, fiber, invert sugar, cardamom",Healthy,33,Unhealthy
8906407242705,Kurkure Masala Munch,Snack,8.1,28.6,445,4.2,E296,"barley, tamarind, whole grain, oats, millets",Healthy,48,Unhealthy
8904385619947,Too Yumm Multigrain Chips,Snack,6.2,21.4,337,9.6,E202,"hing, protein, black pepper, flaxseed, almonds, whey protein",Healthy,76,Moderate
8909647909872,Tropicana Orange,Beverage,32.0,0.1,10,3.2,E202,"protein, artificial color, clove",Unhealthy,57,Moderate
8907727354212,SodaPop Drink,Beverage,42.1,1.8,111,0.0,E110,"cumin, refined oil, salt, preservative, whey protein, emulsifier",Unhealthy,26,Unhealthy
8906898582358,Kellogg's Muesli,Breakfast,20.4,5.4,172,2.0,E500,"invert sugar, artificial flavor, peanuts, black pepper, barley",Unhealthy,56,Moderate
8909186390557,Kurkure Masala Munch,Snack,8.7,28.5,563,8.1,E102,"hing, emulsifier, protein, palm oil, chia, salt, barley, flaxseed",Healthy,48,Unhealthy
8907009675707,EnergyPlus Drink,Beverage,55.1,1.6,18,1.5,E202,"coriander, millets, trans fat, green gram, protein, flaxseed, invert sugar, brown rice",Healthy,29,Unhealthy
8908115367417,Baked Veggie Chips,Snack,0.0,25.7,374,4.9,E102,"cumin, jaggery, peanuts, coriander, emulsifier, green gram, salt, artificial flavor",Unhealthy,56,Moderate
8904656309503,Tropicana Orange,Beverage,61.6,0.0,10,3.5,E110,"millets, refined oil, honey",Healthy,24,Unhealthy
8909726031102,Yakult Probiotic,Beverage,24.6,1.4,89,1.6,E202,"artificial flavor, millets, preservative, clove, palm oil, fiber, invert sugar, glucose, whole grain",Unhealthy,58,Moderate
8900235212914,ChocoBite Energy Bar,Snack,8.0,17.1,286,1.0,E211,"refined oil, brown rice, maltodextrin, fructose, invert sugar, ginger, salt",Unhealthy,49,Unhealthy
8907818429049,Lays Classic Salted,Snack,0.0,14.7,517,6.7,E200,"millets, sugar, artificial flavor",Unhealthy,67,Moderate
8904432887625,Saffola Oats,Breakfast,0.0,4.4,393,10.2,E200,"brown rice, tamarind, natural, preservative, vitamin, garlic",Healthy,100,Healthy
8907479953789,Tropicana Orange,Beverage,20.8,0.0,57,2.6,E100,"artificial flavor, hing, barley, emulsifier, brown rice, peanuts",Unhealthy,68,Moderate
8908107474342,PowerBite Protein Bar,Snack,19.3,25.0,539,4.7,E296,"peanuts, ragi, oats, clove, millets, garlic",Healthy,34,Unhealthy
8901132955619,Kurkure Masala Munch,Snack,20.3,5.0,619,5.9,E220,"artificial flavor, artificial color, fructose, maltodextrin, jaggery, preservative",Unhealthy,43,Unhealthy
8909280678518,Lays Classic Salted,Snack,12.4,19.4,507,7.4,E220,"artificial color, palm oil, salt, cardamom, refined oil",Unhealthy,48,Unhealthy
8907577610240,Lays Classic Salted,Snack,20.7,20.5,563,6.7,E200,"fructose, hing, cumin, salt, maltodextrin",Unhealthy,32,Unhealthy
8902734462066,ZeroSugar Soda,Beverage,77.1,0.0,108,0.0,E500,"ginger, natural, tamarind, palm oil, fructose, cardamom, chia, stabilizer",Unhealthy,0,Unhealthy
8904141497443,Sunfeast Dark Fantasy,Snack,6.9,21.7,481,3.1,E100,"artificial color, sugar, stabilizer, cumin, black pepper, almonds, invert sugar",Unhealthy,44,Unhealthy
8907050956375,Kurkure Masala Munch,Snack,21.6,23.8,296,8.5,E296,"chia, invert sugar, refined oil, oats, corn syrup, sugar, whey protein, walnuts",Unhealthy,45,Unhealthy
8901948356743,Paper Boat Aam Panna,Beverage,42.8,0.9,33,3.9,E102,"garlic, turmeric, refined oil, maltodextrin, glucose, cardamom, almonds, walnuts",Unhealthy,40,Unhealthy
8900943024074,Sunfeast Dark Fantasy,Snack,13.7,29.2,429,8.2,None,"refined oil, oats, preservative, vitamin, palm oil",Unhealthy,47,Unhealthy
8909793816181,Parle-G Biscuits,Snack,7.6,30.3,763,11.4,E330,"ginger, fructose, fiber, whole grain, honey, jaggery, garlic",Healthy,49,Unhealthy
8900984319835,Saffola Oats,Breakfast,24.0,3.3,260,7.1,E211,"vitamin, artificial flavor, invert sugar, peanuts, green gram",Unhealthy,58,Moderate
8906628430737,Amul Toned Milk,Beverage,63.3,0.0,118,1.1,E296,"coriander, preservative, hing, flaxseed, oats, quinoa, emulsifier, palm oil",Unhealthy,6,Unhealthy
8909877096007,PowerBite Protein Bar,Snack,0.0,19.8,681,5.2,None,"maltodextrin, whey protein, palm oil, brown rice, refined oil, artificial flavor, walnuts",Unhealthy,54,Moderate
8907492857335,Maggi Masala Noodles,Snack,6.7,19.4,342,8.3,E102,"whey protein, ragi, salt, quinoa, refined oil",Healthy,71,Moderate
8901904175167,Real Mixed Fruit,Beverage,72.0,0.0,45,1.9,E100,"barley, cumin, millets, emulsifier, green gram",Healthy,8,Unhealthy
8907093073980,Horlicks Classic Malt,Beverage,64.8,1.9,27,0.0,E120,"green gram, whole grain, flaxseed, salt",Healthy,12,Unhealthy
8907358619368,ChocoBite Energy Bar,Snack,20.9,6.2,330,1.0,E200,"black pepper, coriander, salt, whey protein, cardamom, invert sugar",Unhealthy,44,Unhealthy
8906528172325,Tropicana Orange,Beverage,32.9,2.2,150,4.3,None,"palm oil, chia, millets, black pepper, maltodextrin, turmeric, ginger, fiber, invert sugar",Unhealthy,53,Moderate
8909089982769,Too Yumm Multigrain Chips,Snack,16.1,16.1,419,3.5,E211,"palm oil, glucose, preservative, fiber, jaggery, trans fat",Unhealthy,39,Unhealthy
8906835123211,Yakult Probiotic,Beverage,49.1,1.5,171,1.2,E110,"clove, garlic, fructose, vitamin, whole grain, fiber, almonds",Healthy,26,Unhealthy
8903650738490,Soy Protein Drink,Beverage,30.9,0.4,10,5.5,E211,"fiber, trans fat, sugar, almonds, whole grain, preservative, flaxseed, artificial flavor",Unhealthy,61,Moderate
8901029023395,Kurkure Masala Munch,Snack,3.0,14.0,404,9.7,E211,"trans fat, fructose, artificial color, stabilizer, salt, brown rice, fiber",Unhealthy,74,Moderate
8903161770829,PowerBite Protein Bar,Snack,2.9,16.9,361,10.0,E202,"vitamin, refined oil, sugar, invert sugar, tamarind, black pepper, natural, artificial color, trans fat",Unhealthy,77,Moderate
8903791415056,Tropicana Orange,Beverage,47.0,1.1,66,0.0,E202,"corn syrup, palm oil, peanuts, chia, glucose, whole grain, clove, ragi",Healthy,34,Unhealthy
8907215987897,Haldiram Bhujia,Snack,5.4,23.3,80,1.1,E150d,"coriander, palm oil, sugar, millets, fructose",Unhealthy,57,Moderate
8906977555743,Bingo Tedhe Medhe,Snack,5.6,22.5,460,7.4,E202,"black pepper, honey, salt",Unhealthy,57,Moderate
8900856095876,Real Mixed Fruit,Beverage,83.3,1.9,198,3.5,E211,"artificial color, flaxseed, garlic, cardamom, glucose, corn syrup",Unhealthy,0,Unhealthy
8900991750103,Yakult Probiotic,Beverage,48.0,0.9,10,2.8,E102,"peanuts, fiber, sugar, whole grain",Healthy,39,Unhealthy
8902265532752,Bingo Tedhe Medhe,Snack,12.3,29.5,768,3.1,E150d,"preservative, invert sugar, refined oil, peanuts",Unhealthy,12,Unhealthy
8908376912389,Paper Boat Jaljeera,Beverage,0.0,2.3,32,1.0,E296,"peanuts, whole grain, fructose",Healthy,98,Healthy
8903225727605,Maggi Masala Noodles,Snack,13.9,28.7,481,2.4,E200,"emulsifier, peanuts, maltodextrin, jaggery, clove",Unhealthy,26,Unhealthy
8907073256241,BrownBread Slice,Breakfast,17.5,5.4,174,10.5,E500,"tamarind, emulsifier, trans fat, natural, whey protein, refined oil",Unhealthy,80,Healthy
8909383288735,Baked Veggie Chips,Snack,2.2,17.5,388,2.5,E220,"preservative, ragi, tamarind, salt",Unhealthy,58,Moderate
8909503794022,EnergyPlus Drink,Beverage,31.8,0.7,111,2.6,E296,"whey protein, fructose, cumin, whole grain, turmeric, stabilizer, invert sugar",Unhealthy,50,Moderate
8903728365624,Mother Dairy Dahi,Beverage,37.8,1.2,95,2.1,E120,"fructose, jaggery, green gram, sugar, chia, ginger, salt",Unhealthy,41,Unhealthy
8907052326807,Mother Dairy Dahi,Beverage,100.0,0.6,149,2.7,E296,"vitamin, artificial color",Unhealthy,0,Unhealthy
8906958908223,Bingo Tedhe Medhe,Snack,9.3,8.1,313,9.8,E110,"maltodextrin, jaggery, glucose, flaxseed, ragi, millets",Unhealthy,76,Moderate
8900529547313,Tropicana Orange,Beverage,36.4,0.8,80,4.0,E150d,"whey protein, artificial color, fructose, barley, refined oil, palm oil",Unhealthy,46,Unhealthy
8908342759917,Soy Protein Drink,Beverage,3.0,2.3,40,0.0,E220,"peanuts, corn syrup, clove, barley, maltodextrin, vitamin",Healthy,91,Healthy
8903014612088,Oreo Vanilla,Snack,22.9,7.6,337,7.9,E296,"maltodextrin, barley, turmeric, black pepper",Unhealthy,56,Moderate
8907619220589,Paper Boat Jaljeera,Beverage,23.5,0.0,54,3.7,E110,"glucose, stabilizer, almonds, artificial color, oats, walnuts",Unhealthy,64,Moderate
8903388539992,BrownBread Slice,Breakfast,6.3,3.5,326,9.6,E211,"coriander, natural, stabilizer, fructose, oats, jaggery",Healthy,92,Healthy
8901031616506,ChocoBite Energy Bar,Snack,3.9,9.1,287,2.9,E150d,"artificial color, maltodextrin, coriander, whey protein, sugar",Unhealthy,67,Moderate
8900542843733,Oreo Vanilla,Snack,16.0,12.2,506,12.0,E211,"artificial flavor, green gram, honey, millets, cumin",Healthy,67,Moderate
8907458600467,Bingo Tedhe Medhe,Snack,0.0,26.9,499,3.5,E211,"turmeric, clove, corn syrup, tamarind, stabilizer, whole grain",Unhealthy,45,Unhealthy
8905216994704,Paper Boat Jaljeera,Beverage,68.1,3.0,90,4.5,E100,"trans fat, protein, cumin",Unhealthy,6,Unhealthy
8909905713120,Kellogg's Muesli,Breakfast,9.9,11.0,41,9.0,E150d,"trans fat, emulsifier, maltodextrin, honey, fiber, whey protein, sugar",Unhealthy,84,Healthy
8904682064024,Paper Boat Aam Panna,Beverage,23.8,1.8,145,2.5,E110,"cumin, emulsifier, garlic, whole grain, oats",Healthy,63,Moderate
8900480418029,Amul Lassi,Beverage,53.4,2.9,115,0.0,E110,"clove, peanuts, preservative, chia, fructose, trans fat, refined oil, hing, corn syrup",Unhealthy,10,Unhealthy
8906534523180,ChocoBite Energy Bar,Snack,24.2,18.6,347,2.3,E102,"trans fat, vitamin, corn syrup, flaxseed, emulsifier, cardamom, jaggery, palm oil",Unhealthy,26,Unhealthy
8900536115259,Maggi Masala Noodles,Snack,11.8,7.3,697,6.9,None,"chia, invert sugar, green gram",Healthy,62,Moderate
8909036814391,Paper Boat Jaljeera,Beverage,46.5,0.3,111,2.8,E102,"salt, coriander, preservative, sugar, chia",Unhealthy,29,Unhealthy
8901033059704,Lays Classic Salted,Snack,28.3,35.9,496,7.4,E202,"salt, artificial flavor, honey, vitamin, whey protein, oats",Healthy,20,Unhealthy
8909368122459,HealthyNut Mix,Snack,0.0,9.4,368,4.1,E330,"jaggery, peanuts, artificial color, hing, chia",Healthy,81,Healthy
8906476609511,Lays Classic Salted,Snack,16.8,21.7,441,6.5,E500,"glucose, chia, invert sugar, emulsifier, palm oil, cumin",Unhealthy,42,Unhealthy
8904350497465,Too Yumm Multigrain Chips,Snack,0.0,30.2,283,5.9,E150d,"glucose, preservative, brown rice, artificial color, fructose, whey protein, whole grain, refined oil",Unhealthy,58,Moderate
8903347371820,HealthyNut Mix,Snack,9.8,31.0,570,6.1,E150d,"maltodextrin, preservative, emulsifier, green gram, invert sugar, cardamom, sugar",Unhealthy,31,Unhealthy
8900689217931,Too Yumm Multigrain Chips,Snack,5.6,34.2,769,1.0,E500,"glucose, refined oil, corn syrup, honey, fiber, millets, stabilizer",Unhealthy,14,Unhealthy
8902919413378,HealthyNut Mix,Snack,2.2,23.6,123,6.6,None,"sugar, stabilizer, preservative, walnuts, salt",Unhealthy,79,Moderate
8906520242087,Real Mixed Fruit,Beverage,42.8,0.0,113,4.4,E202,"garlic, trans fat, green gram, brown rice",Healthy,49,Unhealthy
8902764716617,Amul Toned Milk,Beverage,77.9,0.6,85,0.0,E220,"hing, millets, walnuts, oats, whey protein, invert sugar, peanuts, corn syrup",Healthy,0,Unhealthy
8907694884172,Mother Dairy Dahi,Beverage,33.1,2.3,92,8.3,E220,"emulsifier, whey protein, invert sugar, artificial flavor, refined oil",Unhealthy,62,Moderate
8906706014866,Amul Toned Milk,Beverage,3.9,0.6,198,0.0,E500,"clove, salt, brown rice, jaggery, cardamom, cumin, chia, peanuts",Healthy,84,Healthy
8900064073388,Soy Protein Drink,Beverage,14.0,0.9,23,5.6,E102,"trans fat, walnuts, barley, emulsifier",Unhealthy,82,Healthy
8902205100557,Mother Dairy Dahi,Beverage,30.5,0.5,59,3.3,E296,"vitamin, jaggery, artificial color, refined oil, peanuts",Healthy,64,Moderate
8908504729215,Amul Toned Milk,Beverage,68.3,1.2,143,1.9,E220,"emulsifier, vitamin, oats, black pepper, walnuts, protein, natural",Healthy,7,Unhealthy
8907558698648,Amul Toned Milk,Beverage,68.4,0.9,109,1.6,E102,"chia, emulsifier, natural, flaxseed, ragi",Healthy,5,Unhealthy
8901781661979,Oreo Vanilla,Snack,1.8,8.8,349,14.8,E202,"invert sugar, quinoa, peanuts, black pepper, maltodextrin",Unhealthy,98,Healthy
8902515047064,Lays Classic Salted,Snack,37.6,18.2,457,9.8,E202,"palm oil, ginger, millets, invert sugar, green gram, maltodextrin, walnuts",Unhealthy,25,Unhealthy
8904860392279,Quaker Oats,Breakfast,13.9,1.8,130,8.6,E500,"turmeric, maltodextrin, ginger, artificial flavor, chia",Unhealthy,86,Healthy
8901011205263,Bingo Tedhe Medhe,Snack,0.0,10.1,282,6.9,E100,"black pepper, chia, honey, maltodextrin, brown rice",Healthy,92,Healthy
8903076867720,Parle-G Biscuits,Snack,4.8,36.2,523,2.5,E202,"artificial flavor, garlic, almonds, green gram, ginger, brown rice, stabilizer, fiber",Healthy,37,Unhealthy
8905965906982,Sunfeast Dark Fantasy,Snack,1.3,27.1,626,5.7,E220,"artificial color, cardamom, flaxseed",Unhealthy,45,Unhealthy
8907779780036,Granola Delight,Breakfast,5.8,7.2,307,10.8,E330,"fiber, almonds, refined oil, vitamin, stabilizer, sugar, ginger, hing",Healthy,95,Healthy
8905915155278,Britannia Marie Gold,Snack,7.4,19.8,414,4.7,E102,"green gram, stabilizer, ginger, cumin, peanuts, ragi, whey protein, vitamin",Healthy,58,Moderate
8906766323350,Too Yumm Multigrain Chips,Snack,16.2,17.1,729,3.8,E120,"brown rice, fructose, trans fat, barley",Unhealthy,26,Unhealthy
8905418406438,Yakult Probiotic,Beverage,35.0,0.0,53,10.4,E211,"quinoa, almonds, ragi, sugar",Healthy,73,Moderate
8908715550002,Too Yumm Multigrain Chips,Snack,5.1,17.1,468,9.2,None,"invert sugar, fiber, salt, walnuts, preservative, glucose, refined oil, cumin",Unhealthy,70,Moderate
8902645615656,Maggi Masala Noodles,Snack,9.1,12.0,440,8.5,E500,"corn syrup, cumin, oats, stabilizer, millets, jaggery",Healthy,74,Moderate
8907214179889,Soy Protein Drink,Beverage,57.6,0.9,59,0.2,E100,"whole grain, vitamin, artificial flavor, green gram, fructose, jaggery",Healthy,21,Unhealthy
8906393128722,Bournvita Health Drink,Beverage,69.8,0.9,71,12.2,E220,"ragi, glucose, whey protein, almonds, millets, flaxseed",Healthy,34,Unhealthy
8909645972603,Too Yumm Multigrain Chips,Snack,12.1,20.7,112,16.9,E296,"hing, emulsifier, sugar, barley, maltodextrin",Unhealthy,90,Healthy
8905701541638,Too Yumm Multigrain Chips,Snack,22.5,24.1,725,14.0,E102,"fructose, trans fat, salt, almonds, green gram, maltodextrin",Unhealthy,32,Unhealthy
8901430700818,Tropicana Orange,Beverage,37.9,1.4,47,14.0,E211,"garlic, jaggery, clove, protein, whey protein, oats",Unhealthy,69,Moderate
8909657550724,Kellogg's Muesli,Breakfast,19.4,10.5,30,6.2,E120,"corn syrup, chia, clove, glucose, honey, hing",Unhealthy,69,Moderate
8905813991428,Baked Veggie Chips,Snack,15.7,20.0,248,3.8,E220,"jaggery, honey, artificial color, hing, whole grain, ragi, garlic",Healthy,56,Moderate
8908360101556,Parle-G Biscuits,Snack,17.9,12.6,359,5.9,E211,"artificial color, natural, millets, stabilizer, clove, preservative",Unhealthy,49,Unhealthy
8909590271782,Yakult Probiotic,Beverage,38.9,0.8,94,11.3,E110,"invert sugar, preservative, artificial flavor, fructose, flaxseed, jaggery, honey, peanuts",Unhealthy,60,Moderate
